Model,Accuracy,Precision,Recall,F1-Score,ROC-AUC,PR-AUC
Final Optimized XGBoost Fraud Detector,0.9995962220427653,0.9213483146067416,0.8367346938775511,0.8770053475935828,0.9859356516945551,0.8851483250907717
